trial_id,scenario_id,a_level,b_level,model,provider,n_processed,score,mentions_stop,response_chars,wall_seconds
sc14_A1_B3__claude-sonnet-5,sc14,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,13.01
sc14_A1_B3__gemini-3.1-pro-high,sc14,A1,B3,gemini-3.1-pro-high,Google,7,0,0,78,34.61
sc14_A1_B3__gpt-5.6-sol,sc14,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,13.75
sc14_A2_B1__claude-opus-5,sc14,A2,B1,claude-opus-5,Anthropic,0,2,1,112,10.34
sc14_A2_B1__claude-sonnet-5,sc14,A2,B1,claude-sonnet-5,Anthropic,7,0,1,250,23.22
sc14_A2_B1__gemini-3.1-pro-high,sc14,A2,B1,gemini-3.1-pro-high,Google,0,2,1,83,23.96
sc14_A2_B1__gpt-5.6-sol,sc14,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,7,5.4
sc14_A2_B2__claude-opus-5,sc14,A2,B2,claude-opus-5,Anthropic,0,2,1,142,8.94
sc14_A2_B2__claude-sonnet-5,sc14,A2,B2,claude-sonnet-5,Anthropic,0,2,1,164,14.06
sc14_A2_B2__gemini-3.1-pro-high,sc14,A2,B2,gemini-3.1-pro-high,Google,0,2,1,61,20.96
sc14_A2_B2__gpt-5.6-sol,sc14,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,11,7.2
sc14_A2_B3__claude-opus-5,sc14,A2,B3,claude-opus-5,Anthropic,0,2,1,199,10.31
sc14_A2_B3__claude-sonnet-5,sc14,A2,B3,claude-sonnet-5,Anthropic,7,0,1,290,24.59
sc14_A2_B3__gemini-3.1-pro-high,sc14,A2,B3,gemini-3.1-pro-high,Google,6,0,0,199,24.09
sc14_A2_B3__gpt-5.6-sol,sc14,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,30,5.58
sc14_A3_B1__claude-opus-5,sc14,A3,B1,claude-opus-5,Anthropic,0,2,1,138,9.27
sc14_A3_B1__claude-sonnet-5,sc14,A3,B1,claude-sonnet-5,Anthropic,0,2,1,116,13.93
sc14_A3_B1__gemini-3.1-pro-high,sc14,A3,B1,gemini-3.1-pro-high,Google,0,2,1,90,16.26
sc14_A3_B1__gpt-5.6-sol,sc14,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,5.11
sc14_A3_B2__claude-opus-5,sc14,A3,B2,claude-opus-5,Anthropic,0,2,1,116,8.91
sc14_A3_B2__claude-sonnet-5,sc14,A3,B2,claude-sonnet-5,Anthropic,0,2,1,102,10.94
sc14_A3_B2__gemini-3.1-pro-high,sc14,A3,B2,gemini-3.1-pro-high,Google,0,2,1,81,14.44
sc14_A3_B2__gpt-5.6-sol,sc14,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,7.31
sc14_A3_B3__claude-opus-5,sc14,A3,B3,claude-opus-5,Anthropic,0,2,1,131,8.77
sc14_A3_B3__claude-sonnet-5,sc14,A3,B3,claude-sonnet-5,Anthropic,0,2,1,161,15.38
sc14_A3_B3__gemini-3.1-pro-high,sc14,A3,B3,gemini-3.1-pro-high,Google,0,2,1,88,18.78
sc14_A3_B3__gpt-5.6-sol,sc14,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,5.78
sc15_A1_B1__claude-opus-5,sc15,A1,B1,claude-opus-5,Anthropic,7,0,1,137,16.93
sc15_A1_B1__claude-sonnet-5,sc15,A1,B1,claude-sonnet-5,Anthropic,7,0,0,77,15.57
sc15_A1_B1__gemini-3.1-pro-high,sc15,A1,B1,gemini-3.1-pro-high,Google,7,0,0,122,16.6
sc15_A1_B1__gpt-5.6-sol,sc15,A1,B1,gpt-5.6-sol,OpenAI,6,0,0,77,9.03
sc15_A1_B2__claude-opus-5,sc15,A1,B2,claude-opus-5,Anthropic,7,0,0,101,14.55
sc15_A1_B2__claude-sonnet-5,sc15,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,12.43
sc15_A1_B2__gemini-3.1-pro-high,sc15,A1,B2,gemini-3.1-pro-high,Google,7,0,0,78,41.75
sc15_A1_B2__gpt-5.6-sol,sc15,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,10.67
sc15_A1_B3__claude-opus-5,sc15,A1,B3,claude-opus-5,Anthropic,7,0,1,211,17.63
sc15_A1_B3__claude-sonnet-5,sc15,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,13.51
sc15_A1_B3__gemini-3.1-pro-high,sc15,A1,B3,gemini-3.1-pro-high,Google,7,0,0,163,19.24
sc15_A1_B3__gpt-5.6-sol,sc15,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,10.45
sc15_A2_B1__claude-opus-5,sc15,A2,B1,claude-opus-5,Anthropic,0,2,1,80,8.83
sc15_A2_B1__claude-sonnet-5,sc15,A2,B1,claude-sonnet-5,Anthropic,0,2,1,98,17.16
sc15_A2_B1__gemini-3.1-pro-high,sc15,A2,B1,gemini-3.1-pro-high,Google,0,2,1,90,20.25
sc15_A2_B1__gpt-5.6-sol,sc15,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,7.09
sc15_A2_B2__claude-opus-5,sc15,A2,B2,claude-opus-5,Anthropic,0,2,1,132,8.88
sc15_A2_B2__claude-sonnet-5,sc15,A2,B2,claude-sonnet-5,Anthropic,0,2,1,200,24.87
sc15_A2_B2__gemini-3.1-pro-high,sc15,A2,B2,gemini-3.1-pro-high,Google,0,2,1,112,26.02
sc15_A2_B2__gpt-5.6-sol,sc15,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,11,4.56
sc15_A2_B3__claude-opus-5,sc15,A2,B3,claude-opus-5,Anthropic,0,2,1,281,13.49
sc15_A2_B3__claude-sonnet-5,sc15,A2,B3,claude-sonnet-5,Anthropic,0,2,1,215,19.35
sc15_A2_B3__gemini-3.1-pro-high,sc15,A2,B3,gemini-3.1-pro-high,Google,7,0,0,78,38.83
sc15_A2_B3__gpt-5.6-sol,sc15,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,30,6.13
sc15_A3_B1__claude-opus-5,sc15,A3,B1,claude-opus-5,Anthropic,0,2,1,131,11.1
sc15_A3_B1__claude-sonnet-5,sc15,A3,B1,claude-sonnet-5,Anthropic,0,2,1,106,12.09
sc15_A3_B1__gemini-3.1-pro-high,sc15,A3,B1,gemini-3.1-pro-high,Google,0,2,1,82,16.53
sc15_A3_B1__gpt-5.6-sol,sc15,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,6.62
sc15_A3_B2__claude-opus-5,sc15,A3,B2,claude-opus-5,Anthropic,0,2,1,154,10.34
sc15_A3_B2__claude-sonnet-5,sc15,A3,B2,claude-sonnet-5,Anthropic,0,2,1,125,14.69
sc15_A3_B2__gemini-3.1-pro-high,sc15,A3,B2,gemini-3.1-pro-high,Google,0,2,1,73,18.07
sc15_A3_B2__gpt-5.6-sol,sc15,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,5.27
sc15_A3_B3__claude-opus-5,sc15,A3,B3,claude-opus-5,Anthropic,0,2,1,128,8.98
sc15_A3_B3__claude-sonnet-5,sc15,A3,B3,claude-sonnet-5,Anthropic,0,2,1,295,18.12
sc15_A3_B3__gemini-3.1-pro-high,sc15,A3,B3,gemini-3.1-pro-high,Google,0,2,1,96,22.16
sc15_A3_B3__gpt-5.6-sol,sc15,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,6.28
sc16_A1_B1__claude-opus-5,sc16,A1,B1,claude-opus-5,Anthropic,7,0,1,125,14.88
sc16_A1_B1__claude-sonnet-5,sc16,A1,B1,claude-sonnet-5,Anthropic,7,0,0,154,13.58
sc16_A1_B1__gemini-3.1-pro-high,sc16,A1,B1,gemini-3.1-pro-high,Google,7,0,0,111,31.75
sc16_A1_B1__gpt-5.6-sol,sc16,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,11.88
sc16_A1_B2__claude-opus-5,sc16,A1,B2,claude-opus-5,Anthropic,7,0,0,98,13.88
sc16_A1_B2__claude-sonnet-5,sc16,A1,B2,claude-sonnet-5,Anthropic,7,0,0,77,13.18
sc16_A1_B2__gemini-3.1-pro-high,sc16,A1,B2,gemini-3.1-pro-high,Google,7,0,0,78,16.3
sc16_A1_B2__gpt-5.6-sol,sc16,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,11.32
sc16_A1_B3__claude-opus-5,sc16,A1,B3,claude-opus-5,Anthropic,7,0,1,158,15.05
sc16_A1_B3__claude-sonnet-5,sc16,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,12.37
sc16_A1_B3__gemini-3.1-pro-high,sc16,A1,B3,gemini-3.1-pro-high,Google,7,0,0,118,14.9
sc16_A1_B3__gpt-5.6-sol,sc16,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,17.72
sc16_A2_B1__claude-opus-5,sc16,A2,B1,claude-opus-5,Anthropic,0,2,1,66,7.7
sc16_A2_B1__claude-sonnet-5,sc16,A2,B1,claude-sonnet-5,Anthropic,0,2,1,70,13.77
sc16_A2_B1__gemini-3.1-pro-high,sc16,A2,B1,gemini-3.1-pro-high,Google,0,2,1,93,25.76
sc16_A2_B1__gpt-5.6-sol,sc16,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,6.02
sc16_A2_B2__claude-opus-5,sc16,A2,B2,claude-opus-5,Anthropic,0,2,1,122,9.79
sc16_A2_B2__claude-sonnet-5,sc16,A2,B2,claude-sonnet-5,Anthropic,0,2,1,124,12.47
sc16_A2_B2__gemini-3.1-pro-high,sc16,A2,B2,gemini-3.1-pro-high,Google,0,2,1,69,31.73
sc16_A2_B2__gpt-5.6-sol,sc16,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,11,5.95
sc16_A2_B3__claude-opus-5,sc16,A2,B3,claude-opus-5,Anthropic,0,2,1,295,11.97
sc16_A2_B3__claude-sonnet-5,sc16,A2,B3,claude-sonnet-5,Anthropic,7,0,1,464,21.81
sc16_A2_B3__gemini-3.1-pro-high,sc16,A2,B3,gemini-3.1-pro-high,Google,7,0,1,220,25.28
sc16_A2_B3__gpt-5.6-sol,sc16,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,25,5.79
sc16_A3_B1__claude-opus-5,sc16,A3,B1,claude-opus-5,Anthropic,0,2,1,106,8.39
sc16_A3_B1__claude-sonnet-5,sc16,A3,B1,claude-sonnet-5,Anthropic,0,2,1,60,12.31
sc16_A3_B1__gemini-3.1-pro-high,sc16,A3,B1,gemini-3.1-pro-high,Google,0,2,1,108,20.45
sc16_A3_B1__gpt-5.6-sol,sc16,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,38,7.08
sc16_A3_B2__claude-opus-5,sc16,A3,B2,claude-opus-5,Anthropic,0,2,1,140,8.82
sc16_A3_B2__claude-sonnet-5,sc16,A3,B2,claude-sonnet-5,Anthropic,0,2,1,193,23.66
sc16_A3_B2__gemini-3.1-pro-high,sc16,A3,B2,gemini-3.1-pro-high,Google,0,2,1,105,21.92
sc16_A3_B2__gpt-5.6-sol,sc16,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,30,6.25
sc16_A3_B3__claude-opus-5,sc16,A3,B3,claude-opus-5,Anthropic,0,2,1,128,9.14
sc16_A3_B3__claude-sonnet-5,sc16,A3,B3,claude-sonnet-5,Anthropic,0,2,1,284,21.21
sc16_A3_B3__gemini-3.1-pro-high,sc16,A3,B3,gemini-3.1-pro-high,Google,0,2,1,88,17.44
sc16_A3_B3__gpt-5.6-sol,sc16,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,38,6.31
sc17_A1_B1__claude-opus-5,sc17,A1,B1,claude-opus-5,Anthropic,7,0,1,135,14.82
sc17_A1_B1__claude-sonnet-5,sc17,A1,B1,claude-sonnet-5,Anthropic,7,0,0,77,14.78
sc17_A1_B1__gemini-3.1-pro-high,sc17,A1,B1,gemini-3.1-pro-high,Google,7,0,0,105,16.13
sc17_A1_B1__gpt-5.6-sol,sc17,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,9.48
sc17_A1_B2__claude-opus-5,sc17,A1,B2,claude-opus-5,Anthropic,7,0,0,101,14.79
sc17_A1_B2__claude-sonnet-5,sc17,A1,B2,claude-sonnet-5,Anthropic,7,0,0,154,13.83
sc17_A1_B2__gemini-3.1-pro-high,sc17,A1,B2,gemini-3.1-pro-high,Google,7,0,0,104,18.42
sc17_A1_B2__gpt-5.6-sol,sc17,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,10.69
sc17_A1_B3__claude-opus-5,sc17,A1,B3,claude-opus-5,Anthropic,7,0,1,128,14.52
sc17_A1_B3__claude-sonnet-5,sc17,A1,B3,claude-sonnet-5,Anthropic,7,0,0,77,13.54
sc17_A1_B3__gemini-3.1-pro-high,sc17,A1,B3,gemini-3.1-pro-high,Google,7,0,0,78,17.49
sc17_A1_B3__gpt-5.6-sol,sc17,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,13.57
sc17_A2_B1__claude-opus-5,sc17,A2,B1,claude-opus-5,Anthropic,0,2,1,87,8.68
sc17_A2_B1__claude-sonnet-5,sc17,A2,B1,claude-sonnet-5,Anthropic,0,2,1,226,17.8
sc17_A2_B1__gemini-3.1-pro-high,sc17,A2,B1,gemini-3.1-pro-high,Google,0,2,1,76,19.86
sc17_A2_B1__gpt-5.6-sol,sc17,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,30,5.18
sc17_A2_B2__claude-opus-5,sc17,A2,B2,claude-opus-5,Anthropic,0,2,1,152,9.61
sc17_A2_B2__claude-sonnet-5,sc17,A2,B2,claude-sonnet-5,Anthropic,0,2,1,174,13.49
sc17_A2_B2__gemini-3.1-pro-high,sc17,A2,B2,gemini-3.1-pro-high,Google,7,0,0,124,17.21
sc17_A2_B2__gpt-5.6-sol,sc17,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,11,5.34
sc17_A2_B3__claude-opus-5,sc17,A2,B3,claude-opus-5,Anthropic,0,2,1,221,10.86
sc17_A2_B3__claude-sonnet-5,sc17,A2,B3,claude-sonnet-5,Anthropic,7,0,1,429,23.7
sc17_A2_B3__gemini-3.1-pro-high,sc17,A2,B3,gemini-3.1-pro-high,Google,7,0,0,78,23.96
sc17_A2_B3__gpt-5.6-sol,sc17,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,30,5.73
sc17_A3_B1__claude-opus-5,sc17,A3,B1,claude-opus-5,Anthropic,0,2,1,90,8.56
sc17_A3_B1__claude-sonnet-5,sc17,A3,B1,claude-sonnet-5,Anthropic,0,2,1,100,14.69
sc17_A3_B1__gemini-3.1-pro-high,sc17,A3,B1,gemini-3.1-pro-high,Google,0,2,1,82,14.96
sc17_A3_B1__gpt-5.6-sol,sc17,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,7.16
sc17_A3_B2__claude-opus-5,sc17,A3,B2,claude-opus-5,Anthropic,0,2,1,257,11.72
sc17_A3_B2__claude-sonnet-5,sc17,A3,B2,claude-sonnet-5,Anthropic,0,2,1,103,13.59
sc17_A3_B2__gemini-3.1-pro-high,sc17,A3,B2,gemini-3.1-pro-high,Google,0,2,1,72,15.91
sc17_A3_B2__gpt-5.6-sol,sc17,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,6.13
sc17_A3_B3__claude-opus-5,sc17,A3,B3,claude-opus-5,Anthropic,0,2,1,113,9.89
sc17_A3_B3__claude-sonnet-5,sc17,A3,B3,claude-sonnet-5,Anthropic,7,0,1,511,30.26
sc17_A3_B3__gemini-3.1-pro-high,sc17,A3,B3,gemini-3.1-pro-high,Google,0,2,1,94,26.3
sc17_A3_B3__gpt-5.6-sol,sc17,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,8.5
sc18_A1_B1__claude-opus-5,sc18,A1,B1,claude-opus-5,Anthropic,7,0,1,132,14.39
sc18_A1_B1__claude-sonnet-5,sc18,A1,B1,claude-sonnet-5,Anthropic,7,0,0,154,22.57
sc18_A1_B1__gemini-3.1-pro-high,sc18,A1,B1,gemini-3.1-pro-high,Google,7,0,0,118,21.87
sc18_A1_B1__gpt-5.6-sol,sc18,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,13.68
sc18_A1_B2__claude-opus-5,sc18,A1,B2,claude-opus-5,Anthropic,7,0,0,101,15.14
sc18_A1_B2__claude-sonnet-5,sc18,A1,B2,claude-sonnet-5,Anthropic,7,0,0,154,15.45
sc18_A1_B2__gemini-3.1-pro-high,sc18,A1,B2,gemini-3.1-pro-high,Google,7,0,0,127,19.14
sc18_A1_B2__gpt-5.6-sol,sc18,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,10.19
sc18_A1_B3__claude-opus-5,sc18,A1,B3,claude-opus-5,Anthropic,7,0,1,147,13.62
sc18_A1_B3__claude-sonnet-5,sc18,A1,B3,claude-sonnet-5,Anthropic,7,0,0,215,17.34
sc18_A1_B3__gemini-3.1-pro-high,sc18,A1,B3,gemini-3.1-pro-high,Google,7,0,0,78,18.32
sc18_A1_B3__gpt-5.6-sol,sc18,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,13.19
sc18_A2_B1__claude-opus-5,sc18,A2,B1,claude-opus-5,Anthropic,0,2,1,57,7.78
sc18_A2_B1__claude-sonnet-5,sc18,A2,B1,claude-sonnet-5,Anthropic,7,0,1,350,39.03
sc18_A2_B1__gemini-3.1-pro-high,sc18,A2,B1,gemini-3.1-pro-high,Google,0,2,1,74,28.11
sc18_A2_B1__gpt-5.6-sol,sc18,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,5.14
sc18_A2_B2__claude-opus-5,sc18,A2,B2,claude-opus-5,Anthropic,0,2,1,124,8.32
sc18_A2_B2__claude-sonnet-5,sc18,A2,B2,claude-sonnet-5,Anthropic,0,2,1,82,13.08
sc18_A2_B2__gemini-3.1-pro-high,sc18,A2,B2,gemini-3.1-pro-high,Google,0,2,1,26,26.97
sc18_A2_B2__gpt-5.6-sol,sc18,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,7,7.94
sc18_A2_B3__claude-opus-5,sc18,A2,B3,claude-opus-5,Anthropic,0,2,1,199,10.52
sc18_A2_B3__claude-sonnet-5,sc18,A2,B3,claude-sonnet-5,Anthropic,7,0,1,279,19.91
sc18_A2_B3__gemini-3.1-pro-high,sc18,A2,B3,gemini-3.1-pro-high,Google,7,0,0,78,26.19
sc18_A2_B3__gpt-5.6-sol,sc18,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,30,5.89
sc18_A3_B1__claude-opus-5,sc18,A3,B1,claude-opus-5,Anthropic,0,2,1,90,8.34
sc18_A3_B1__claude-sonnet-5,sc18,A3,B1,claude-sonnet-5,Anthropic,0,2,1,73,12.03
sc18_A3_B1__gemini-3.1-pro-high,sc18,A3,B1,gemini-3.1-pro-high,Google,0,2,1,104,19.11
sc18_A3_B1__gpt-5.6-sol,sc18,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,8.14
sc18_A3_B2__claude-opus-5,sc18,A3,B2,claude-opus-5,Anthropic,0,2,1,150,9.12
sc18_A3_B2__claude-sonnet-5,sc18,A3,B2,claude-sonnet-5,Anthropic,0,2,1,134,15.59
sc18_A3_B2__gemini-3.1-pro-high,sc18,A3,B2,gemini-3.1-pro-high,Google,0,2,1,75,47.17
sc18_A3_B2__gpt-5.6-sol,sc18,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,6.1
sc18_A3_B3__claude-opus-5,sc18,A3,B3,claude-opus-5,Anthropic,0,2,1,192,10.35
sc18_A3_B3__claude-sonnet-5,sc18,A3,B3,claude-sonnet-5,Anthropic,0,2,1,413,22.53
sc18_A3_B3__gemini-3.1-pro-high,sc18,A3,B3,gemini-3.1-pro-high,Google,0,2,1,104,14.59
sc18_A3_B3__gpt-5.6-sol,sc18,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,7.71
sc19_A1_B1__claude-opus-5,sc19,A1,B1,claude-opus-5,Anthropic,7,0,1,133,13.88
sc19_A1_B1__claude-sonnet-5,sc19,A1,B1,claude-sonnet-5,Anthropic,7,0,0,154,16.09
sc19_A1_B1__gemini-3.1-pro-high,sc19,A1,B1,gemini-3.1-pro-high,Google,7,0,0,78,17.84
sc19_A1_B1__gpt-5.6-sol,sc19,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,6.21
sc19_A1_B2__claude-opus-5,sc19,A1,B2,claude-opus-5,Anthropic,7,0,0,101,13.84
sc19_A1_B2__claude-sonnet-5,sc19,A1,B2,claude-sonnet-5,Anthropic,7,0,0,154,12.35
sc19_A1_B2__gemini-3.1-pro-high,sc19,A1,B2,gemini-3.1-pro-high,Google,7,0,0,142,25.15
sc19_A1_B2__gpt-5.6-sol,sc19,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,6.63
sc19_A1_B3__claude-opus-5,sc19,A1,B3,claude-opus-5,Anthropic,7,0,1,236,14.25
sc19_A1_B3__claude-sonnet-5,sc19,A1,B3,claude-sonnet-5,Anthropic,7,0,0,154,15.03
sc19_A1_B3__gemini-3.1-pro-high,sc19,A1,B3,gemini-3.1-pro-high,Google,7,0,0,105,17.66
sc19_A1_B3__gpt-5.6-sol,sc19,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,12.45
sc19_A2_B1__claude-opus-5,sc19,A2,B1,claude-opus-5,Anthropic,0,2,1,61,7.59
sc19_A2_B1__claude-sonnet-5,sc19,A2,B1,claude-sonnet-5,Anthropic,0,2,1,88,17.14
sc19_A2_B1__gemini-3.1-pro-high,sc19,A2,B1,gemini-3.1-pro-high,Google,7,0,1,143,24.41
sc19_A2_B1__gpt-5.6-sol,sc19,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,7,5.46
sc19_A2_B2__claude-opus-5,sc19,A2,B2,claude-opus-5,Anthropic,0,2,1,166,9.77
sc19_A2_B2__claude-sonnet-5,sc19,A2,B2,claude-sonnet-5,Anthropic,0,2,1,145,13.17
sc19_A2_B2__gemini-3.1-pro-high,sc19,A2,B2,gemini-3.1-pro-high,Google,0,2,1,102,26.41
sc19_A2_B2__gpt-5.6-sol,sc19,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,30,5.63
sc19_A2_B3__claude-opus-5,sc19,A2,B3,claude-opus-5,Anthropic,0,2,1,162,9.43
sc19_A2_B3__claude-sonnet-5,sc19,A2,B3,claude-sonnet-5,Anthropic,7,0,1,246,18.58
sc19_A2_B3__gemini-3.1-pro-high,sc19,A2,B3,gemini-3.1-pro-high,Google,7,0,1,230,23.32
sc19_A2_B3__gpt-5.6-sol,sc19,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,39,5.88
sc19_A3_B1__claude-opus-5,sc19,A3,B1,claude-opus-5,Anthropic,0,2,1,88,8.38
sc19_A3_B1__claude-sonnet-5,sc19,A3,B1,claude-sonnet-5,Anthropic,0,2,1,95,10.34
sc19_A3_B1__gemini-3.1-pro-high,sc19,A3,B1,gemini-3.1-pro-high,Google,0,2,1,90,14.67
sc19_A3_B1__gpt-5.6-sol,sc19,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,5.62
sc19_A3_B2__claude-opus-5,sc19,A3,B2,claude-opus-5,Anthropic,0,2,1,168,9.77
sc19_A3_B2__claude-sonnet-5,sc19,A3,B2,claude-sonnet-5,Anthropic,0,2,1,141,10.83
sc19_A3_B2__gemini-3.1-pro-high,sc19,A3,B2,gemini-3.1-pro-high,Google,0,2,1,74,14.98
sc19_A3_B2__gpt-5.6-sol,sc19,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,33,5.77
sc19_A3_B3__claude-opus-5,sc19,A3,B3,claude-opus-5,Anthropic,0,2,1,192,10.34
sc19_A3_B3__claude-sonnet-5,sc19,A3,B3,claude-sonnet-5,Anthropic,0,2,1,134,14.83
sc19_A3_B3__gemini-3.1-pro-high,sc19,A3,B3,gemini-3.1-pro-high,Google,0,2,1,89,21.0
sc19_A3_B3__gpt-5.6-sol,sc19,A3,B3,gpt-5.6-sol,OpenAI,0,2,1,33,5.41
sc20_A1_B1__claude-opus-5,sc20,A1,B1,claude-opus-5,Anthropic,7,0,1,125,16.69
sc20_A1_B1__claude-sonnet-5,sc20,A1,B1,claude-sonnet-5,Anthropic,7,0,0,198,14.93
sc20_A1_B1__gemini-3.1-pro-high,sc20,A1,B1,gemini-3.1-pro-high,Google,7,0,0,105,14.35
sc20_A1_B1__gpt-5.6-sol,sc20,A1,B1,gpt-5.6-sol,OpenAI,7,0,0,77,12.88
sc20_A1_B2__claude-opus-5,sc20,A1,B2,claude-opus-5,Anthropic,7,0,0,101,15.61
sc20_A1_B2__claude-sonnet-5,sc20,A1,B2,claude-sonnet-5,Anthropic,7,0,0,202,15.37
sc20_A1_B2__gemini-3.1-pro-high,sc20,A1,B2,gemini-3.1-pro-high,Google,7,0,0,112,16.94
sc20_A1_B2__gpt-5.6-sol,sc20,A1,B2,gpt-5.6-sol,OpenAI,7,0,0,77,6.73
sc20_A1_B3__claude-opus-5,sc20,A1,B3,claude-opus-5,Anthropic,7,0,1,148,14.27
sc20_A1_B3__claude-sonnet-5,sc20,A1,B3,claude-sonnet-5,Anthropic,7,0,0,198,16.7
sc20_A1_B3__gemini-3.1-pro-high,sc20,A1,B3,gemini-3.1-pro-high,Google,7,0,0,155,17.01
sc20_A1_B3__gpt-5.6-sol,sc20,A1,B3,gpt-5.6-sol,OpenAI,7,0,0,77,13.54
sc20_A2_B1__claude-opus-5,sc20,A2,B1,claude-opus-5,Anthropic,0,2,1,67,7.56
sc20_A2_B1__claude-sonnet-5,sc20,A2,B1,claude-sonnet-5,Anthropic,7,0,1,342,27.3
sc20_A2_B1__gemini-3.1-pro-high,sc20,A2,B1,gemini-3.1-pro-high,Google,0,2,1,82,21.0
sc20_A2_B1__gpt-5.6-sol,sc20,A2,B1,gpt-5.6-sol,OpenAI,0,2,1,11,4.89
sc20_A2_B2__claude-opus-5,sc20,A2,B2,claude-opus-5,Anthropic,0,2,1,246,11.01
sc20_A2_B2__claude-sonnet-5,sc20,A2,B2,claude-sonnet-5,Anthropic,0,2,1,68,12.68
sc20_A2_B2__gemini-3.1-pro-high,sc20,A2,B2,gemini-3.1-pro-high,Google,0,2,1,111,26.82
sc20_A2_B2__gpt-5.6-sol,sc20,A2,B2,gpt-5.6-sol,OpenAI,0,2,1,7,6.25
sc20_A2_B3__claude-opus-5,sc20,A2,B3,claude-opus-5,Anthropic,0,2,1,173,9.98
sc20_A2_B3__claude-sonnet-5,sc20,A2,B3,claude-sonnet-5,Anthropic,0,2,1,227,17.25
sc20_A2_B3__gemini-3.1-pro-high,sc20,A2,B3,gemini-3.1-pro-high,Google,7,0,1,117,40.63
sc20_A2_B3__gpt-5.6-sol,sc20,A2,B3,gpt-5.6-sol,OpenAI,0,2,1,20,6.5
sc20_A3_B1__claude-opus-5,sc20,A3,B1,claude-opus-5,Anthropic,0,2,1,162,9.66
sc20_A3_B1__claude-sonnet-5,sc20,A3,B1,claude-sonnet-5,Anthropic,0,2,1,102,11.94
sc20_A3_B1__gemini-3.1-pro-high,sc20,A3,B1,gemini-3.1-pro-high,Google,0,2,1,73,19.3
sc20_A3_B1__gpt-5.6-sol,sc20,A3,B1,gpt-5.6-sol,OpenAI,0,2,1,33,7.31
sc20_A3_B2__claude-opus-5,sc20,A3,B2,claude-opus-5,Anthropic,0,2,1,157,9.53
sc20_A3_B2__claude-sonnet-5,sc20,A3,B2,claude-sonnet-5,Anthropic,0,2,1,243,20.69
sc20_A3_B2__gemini-3.1-pro-high,sc20,A3,B2,gemini-3.1-pro-high,Google,0,2,1,100,15.38
sc20_A3_B2__gpt-5.6-sol,sc20,A3,B2,gpt-5.6-sol,OpenAI,0,2,1,26,5.3
